farmer_id,location,NDVI,avg_rainfall,avg_temp,crop_type,price_of_crop,farm_size_in_squire_meter,previous_loans_count,defaulted_loans_count,crop_yeild_per_squiremeter,total_yield(ksh),sesional_expense,credict_score,interest_rate,loan_limit,loan_duration
FARM_3007,"""3.29929914814974534209568446385674178600311279,39.8115""",0.73,662,21.8,Coconut,61,1243,1,0,0.8,60658.4,9015,588,15.8,22444,26
FARM_3008,"""2.02217301983889896632717864122241735458374023,34.7643""",0.42,822,16.8,Maize,91,3511,2,1,0.94,300330.94,23819,524,14.7,103114,23
FARM_3009,"""-4.07068423432998560684836775180883705615997314,37.1682""",0.26,739,16.3,Sorghum,82,1581,1,1,0.85,110195.7,19721,569,15.0,39900,14
FARM_3010,"""1.88286640423684925593761363415978848934173584,41.8659""",0.44,897,20.7,Potatoes,81,14799,0,0,1.23,1474424.37,288023,554,15.4,524649,28
FARM_3011,"""0.35490542128660873544276910251937806606292725,40.4677""",0.31,782,17.1,Coffee,395,5033,1,0,0.82,1630188.7,160369,669,14.1,658189,19
FARM_3012,"""-3.93995428455496243813627188501413911581039429,35.2795""",0.88,727,21.1,Wheat,51,6914,3,0,1.19,419610.66,62681,651,13.3,166271,22
FARM_3013,"""-0.43780403378349497245380916865542531013488770,36.2221""",0.6,631,23.8,Cotton,203,593,0,0,1.02,122786.58,18271,694,14.1,50854,17
FARM_3014,"""-0.19232452969056268443637236487120389938354492,36.6385""",0.51,762,22.9,Cotton,138,11105,1,0,0.8,1225992.0,88390,787,10.7,555272,23
FARM_3015,"""-3.15829677648153550606480166607070714235305786,39.2029""",0.84,1137,23.5,Wheat,82,887,6,0,1.34,97463.56,18447,541,15.7,34153,14
FARM_3016,"""4.09499276710262538614415461779572069644927979,40.0560""",0.83,678,22.9,Potatoes,105,329,1,0,1.09,37654.05,6686,691,11.6,15548,12
FARM_3017,"""3.20477095477015616609151038574054837226867676,39.9962""",0.49,382,24.5,Cotton,220,1057,0,0,1.03,239516.2,29155,641,15.5,93910,16
FARM_3018,"""1.52190773716070726351290431921370327472686768,38.0790""",0.81,974,21.1,Tea,275,4175,1,0,1.27,1458118.75,95610,658,15.9,582032,28
FARM_3019,"""-0.40065128269435312802215776173397898674011230,40.4866""",0.24,1219,22.4,Sugarcane,84,1388,0,0,2.89,336950.88,45431,748,11.7,147135,14
FARM_3020,"""-0.87058046326407056980656307132449001073837280,37.4966""",0.82,844,26.6,Beans,110,1954,4,0,1.11,238583.4,31813,789,11.4,108257,14
FARM_3021,"""1.35405324450387443135923604131676256656646729,34.9910""",0.42,1191,24.8,Tea,231,655,3,0,1.37,207287.85,29595,447,14.6,64518,30
FARM_3022,"""0.37251638548422061347764611127786338329315186,38.5155""",0.6,736,17.6,Coconut,90,1856,2,1,1.45,242208.0,25569,611,15.9,91938,26
FARM_3023,"""-4.12086011529846363288243082934059202671051025,41.6184""",0.39,1437,19.2,Cotton,162,2529,1,0,0.68,278594.64,67082,573,15.0,101339,25
FARM_3024,"""0.06627463356408469508096459321677684783935547,40.3439""",0.89,333,17.5,Tea,307,1551,2,0,0.95,452349.15,23457,594,12.6,168500,14
FARM_3025,"""2.79955364026540731714476351044140756130218506,38.6296""",0.25,662,21.3,Beans,121,1477,2,0,0.84,150122.28,33028,716,10.5,63552,16
FARM_3026,"""-0.42906913834829030207629330107010900974273682,39.1744""",0.51,850,12.0,Sugarcane,68,1680,1,0,2.96,338150.4,55214,652,15.7,134133,28
FARM_3027,"""-4.21680382874530401693391468143090605735778809,41.4445""",0.63,509,24.1,Coffee,253,1640,0,0,1.05,435666.0,67176,676,13.4,177171,29
FARM_3028,"""2.61238725427150786373431401443667709827423096,37.4267""",0.63,996,18.7,Sugarcane,124,5756,3,0,1.96,1398938.24,316707,605,14.1,527516,17
FARM_3029,"""-2.82731682613543799931221656152047216892242432,36.6512""",0.72,837,15.8,Maize,79,4865,2,0,0.73,280564.55,26858,646,13.0,110589,29
FARM_3030,"""-2.29482623554123943421245712670497596263885498,41.8179""",0.71,646,29.5,Tea,227,6097,3,1,1.1,1522420.9,126006,743,9.7,661619,20
FARM_3031,"""-3.16823091307964821439213665144052356481552124,40.9075""",0.76,807,19.5,Wheat,56,1140,1,0,0.93,59371.2,3385,513,16.9,20112,24
FARM_3032,"""-1.62899989669507272438409017922822386026382446,36.5843""",0.36,750,16.0,Coconut,105,497,0,0,1.41,73580.85,18374,670,13.9,29739,18
FARM_3033,"""2.33778900290430602382230063085444271564483643,37.7102""",0.46,862,20.0,Sugarcane,62,941,3,0,2.93,170942.06,17035,636,15.1,66667,6
FARM_3034,"""0.13028849338661707690789626212790608406066895,37.3206""",0.47,642,27.5,Potatoes,60,1001,2,0,2.06,123723.6,8690,531,15.6,42839,21
FARM_3035,"""-2.79460415039837339890027578803710639476776123,35.1928""",0.87,147,12.0,Tea,260,435,3,1,1.16,131196.0,27985,775,9.8,58765,6
FARM_3036,"""3.46381972681397964919369769631884992122650146,41.6626""",0.49,916,25.5,Coffee,364,2111,1,1,0.52,399570.08,98343,624,12.7,153834,15
FARM_3037,"""3.48011125104922225403925040154717862606048584,37.2345""",0.36,684,15.8,Coconut,92,2665,0,0,1.06,259890.8,63010,429,18.9,78942,30
FARM_3038,"""3.39637935292786519170249448507092893123626709,41.0026""",0.64,504,23.6,Wheat,87,517,4,1,0.99,44529.21,7942,595,13.9,16606,20
FARM_3039,"""-2.47919523415168452373791296849958598613739014,35.5148""",0.5,606,18.1,Vegetables,116,476,0,0,0.86,47485.76,3083,641,13.2,18618,33
FARM_3040,"""-0.50347409911681051397636110777966678142547607,38.3830""",0.38,651,22.1,Wheat,59,1090,1,0,1.27,81673.7,14790,620,12.0,31308,20
FARM_3041,"""4.46040380211013864908409232157282531261444092,34.1917""",0.7,328,20.2,Sorghum,57,5460,3,1,0.85,264537.0,34232,507,16.1,88951,17
FARM_3042,"""2.47971602968291104929221546626649796962738037,40.1138""",0.33,478,23.1,Coffee,442,280,1,0,0.78,96532.8,17573,601,15.6,36240,9
FARM_3043,"""-4.44734298260229365951090585440397262573242188,38.6473""",0.64,671,24.0,Maize,78,3718,1,0,1.24,359604.96,88823,639,13.9,140695,6
FARM_3044,"""-4.09359730127742427185921769705601036548614502,39.0047""",0.5,657,23.8,Tomatoes,114,2006,2,0,1.09,249265.56,25921,566,15.9,89943,19
FARM_3045,"""-0.38543819564530501509125315351411700248718262,34.4138""",0.42,467,19.4,Potatoes,88,200,0,0,2.17,38192.0,5972,742,11.8,16582,18
FARM_3046,"""3.75574791451251055462989825173281133174896240,35.6883""",0.86,378,22.9,Sugarcane,52,998,4,0,2.27,117803.92,16830,537,16.9,41084,10
FARM_3047,"""0.30992672096024254102530903765000402927398682,34.5946""",0.43,487,25.2,Sugarcane,107,855,3,2,2.35,214989.75,34622,582,15.7,79009,20
FARM_3048,"""-0.07034367528110063716439981362782418727874756,36.3113""",0.44,774,21.2,Maize,65,2877,6,1,0.62,115943.1,17985,584,17.9,42706,6
FARM_3049,"""-3.71909459040333567614311505167279392480850220,39.0195""",0.81,538,22.6,Tea,259,954,3,0,0.92,227319.12,37386,754,11.4,99831,25
FARM_3050,"""1.40805497393593448407500545727089047431945801,38.5295""",0.29,918,18.0,Beans,92,1062,1,0,0.91,88910.64,14164,682,12.5,36379,8
FARM_3051,"""2.94555939358209695200230271439068019390106201,38.8972""",0.28,991,23.0,Vegetables,60,709,1,0,1.01,42965.4,3345,787,8.8,19460,30
FARM_3052,"""-1.16209393017967022032621571270283311605453491,38.3940""",0.4,1136,19.8,Wheat,68,3335,2,0,1.19,269868.2,27690,516,13.8,91755,30
FARM_3053,"""2.51319021360554550881261093309149146080017090,36.1842""",0.61,856,21.3,Sugarcane,129,370,1,0,1.74,83050.2,6812,533,14.6,28825,25
FARM_3054,"""4.26963288127754925227463900228030979633331299,35.9561""",0.47,806,21.9,Tea,275,996,0,0,1.33,364287.0,38996,726,13.6,155733,20
FARM_3055,"""-2.80497193011249157379438656789716333150863647,35.0965""",0.63,1044,22.7,Tomatoes,98,903,2,1,1.65,146015.1,28312,383,19.6,41553,34
FARM_3056,"""0.16696557011109458557029938674531877040863037,40.7926""",0.31,395,20.5,Sorghum,72,1174,3,0,0.51,43109.28,10399,538,15.3,15052,19
FARM_3057,"""-2.02961698981344751402389192662667483091354370,38.9318""",0.38,857,27.8,Maize,116,480,1,1,1.25,69600.0,6543,653,14.1,27637,10
FARM_3058,"""2.67354609701470646854204460396431386470794678,35.4921""",0.6,937,18.6,Maize,73,1292,2,0,1.13,106577.08,12590,754,11.3,46805,20
FARM_3059,"""0.67161830269476485710811175522394478321075439,35.4177""",0.35,697,16.4,Cotton,135,998,0,0,0.86,115867.8,19248,746,12.2,50499,20
FARM_3060,"""1.20161648321782532633505979902110993862152100,40.9843""",0.5,906,17.6,Maize,77,733,1,0,0.68,38379.88,5683,698,14.3,15960,16
FARM_3061,"""2.72060168442781513675754467840306460857391357,39.9418""",0.6,617,18.4,Potatoes,82,1500,0,0,2.33,286590.0,50887,574,13.8,104367,31
FARM_3062,"""-1.01747460423916935567945074581075459718704224,39.2752""",0.88,710,22.0,Cotton,134,2448,0,0,1.12,367395.84,44000,718,8.7,155837,20
FARM_3063,"""3.81033763618550214147262522601522505283355713,37.2549""",0.26,792,28.3,Maize,68,890,0,0,1.19,72018.8,4369,532,13.7,24967,27
FARM_3064,"""0.25716846538910154151835740776732563972473145,36.0958""",0.52,784,23.3,Coconut,119,585,2,0,0.87,60565.05,7900,679,11.0,24705,21
FARM_3065,"""-3.23102014763126366148071610950864851474761963,41.8356""",0.48,353,21.1,Potatoes,55,777,2,1,1.7,72649.5,8253,604,14.6,27365,13
FARM_3066,"""1.77186179896986306658845933270640671253204346,40.3779""",0.78,572,19.5,Coconut,99,1574,1,0,1.52,236855.52,33870,661,10.9,94841,26
FARM_3067,"""2.67733055907576655840784951578825712203979492,36.4142""",0.83,711,26.1,Coconut,98,767,2,0,1.42,106735.72,14472,603,15.1,40159,18
FARM_3068,"""-1.75411640327200180067279688955750316381454468,40.7805""",0.83,798,18.1,Cotton,165,1081,0,0,0.68,121288.2,24609,494,14.5,40126,23
FARM_3069,"""3.27176709008840305159537820145487785339355469,40.0715""",0.46,868,16.4,Wheat,80,688,1,0,1.08,59443.2,9740,719,11.4,25239,23
FARM_3070,"""3.72713226932162822180316652520559728145599365,36.3766""",0.41,706,18.9,Maize,90,860,1,1,1.23,95202.0,7807,501,16.8,31774,33
FARM_3071,"""-2.12478826738637716076141259691212326288223267,37.4124""",0.51,977,20.1,Sugarcane,64,1219,2,1,1.91,149010.56,22671,565,15.8,53706,22
FARM_3072,"""4.44674969625156624175588149228133261203765869,35.4876""",0.44,627,24.0,Tea,213,1869,0,0,1.2,477716.4,111977,836,9.7,226119,12
FARM_3073,"""-3.39138278914654689444319046742748469114303589,34.8884""",0.7,914,24.8,Coffee,401,722,2,0,0.87,251884.14,23852,627,12.1,97290,20
FARM_3074,"""-2.82125428385684351439977035624906420707702637,39.7821""",0.35,663,23.8,Coffee,441,726,1,0,1.05,336174.3,57588,663,10.6,134890,16
FARM_3075,"""-2.98670899508635701025127673347014933824539185,36.1401""",0.66,471,14.2,Cotton,147,2149,1,0,0.59,186382.77,16447,815,8.7,86590,11
FARM_3076,"""3.61410430307319519016573394765146076679229736,40.5605""",0.85,1355,22.0,Potatoes,42,4171,2,1,1.75,306568.5,42066,594,16.5,114197,18
FARM_3077,"""1.38492073662214565388239861931651830673217773,41.9649""",0.4,825,22.1,Coconut,109,306,1,1,0.93,31019.22,7731,547,13.7,10947,25
FARM_3078,"""-3.28543016603286242016679352673236280679702759,34.6130""",0.67,240,23.4,Wheat,86,1244,2,0,1.15,123031.6,19668,530,13.3,42548,20
FARM_3079,"""-0.60499220917435447830712291761301457881927490,37.7843""",0.3,926,16.6,Potatoes,66,1741,2,0,2.05,235557.3,44653,726,11.7,100701,20
FARM_3080,"""1.02227163314915880931721403612755239009857178,40.4165""",0.28,741,20.5,Tomatoes,105,519,1,1,0.81,44140.95,6045,542,17.4,15486,19
FARM_3081,"""-3.92378400959873552267254126491025090217590332,40.3116""",0.28,917,20.4,Cotton,194,2258,2,1,0.88,385485.76,87514,623,14.7,148251,18
FARM_3082,"""3.50647222618824994100350522785447537899017334,40.0800""",0.3,835,25.1,Beans,148,312,0,0,0.61,28167.36,2795,658,11.9,11243,22
FARM_3083,"""2.77351287960627779227706923848018050193786621,36.7920""",0.35,509,22.1,Tea,361,1874,3,0,0.73,493855.22,58957,591,14.3,183344,26
FARM_3084,"""-0.00157700573726415882447327021509408950805664,37.6308""",0.59,930,19.5,Tomatoes,83,2620,2,1,1.13,245729.8,47841,471,17.1,78941,26
FARM_3085,"""4.29427752191028577755105288815684616565704346,38.7597""",0.74,534,15.5,Wheat,64,2450,3,0,0.95,148960.0,29440,675,12.2,60515,6
FARM_3086,"""-0.81482289274157260194897389737889170646667480,41.7915""",0.29,498,17.2,Tomatoes,98,917,2,1,1.57,141089.62,29246,579,13.6,51674,14
FARM_3087,"""4.45222596703943107598888673237524926662445068,36.6204""",0.81,616,23.9,Vegetables,129,1216,3,0,0.74,116079.36,26531,708,10.8,48753,21
FARM_3088,"""1.51165598887373242575904441764578223228454590,41.3852""",0.79,440,14.2,Potatoes,91,3791,0,0,1.08,372579.48,64310,615,13.5,142046,32
FARM_3089,"""1.20244284126165545956155256135389208793640137,36.1549""",0.71,825,15.1,Vegetables,72,813,1,0,1.01,59121.36,11842,781,9.4,26629,24
FARM_3090,"""-3.15661947374919948927640689362306147813796997,41.9126""",0.5,1221,24.6,Coffee,301,1673,2,1,0.77,387751.21,40709,691,12.2,160109,10
FARM_3091,"""3.50192815223318998363311038701795041561126709,39.3621""",0.2,424,24.2,Wheat,65,916,0,0,0.83,49418.2,3324,665,12.5,19870,19
FARM_3092,"""-0.72434590233827922389764353283680975437164307,37.7081""",0.71,1044,17.2,Coconut,109,1739,1,0,1.06,200924.06,49652,696,11.4,83383,8
FARM_3093,"""-3.19122932622294186444378283340483903884887695,38.9071""",0.82,550,21.0,Sugarcane,139,467,1,0,1.7,110352.1,24480,706,10.3,46256,24
FARM_3094,"""-4.58275006422544084472292524878866970539093018,36.1802""",0.43,552,27.0,Maize,114,709,2,0,0.95,76784.7,14871,541,14.1,26907,12
FARM_3095,"""0.50572785783695817229954627691768109798431396,36.1934""",0.7,415,22.1,Sugarcane,132,2261,3,0,1.97,587950.44,40091,646,11.4,231750,18
FARM_3096,"""0.20481648574089028613798291189596056938171387,34.9084""",0.24,786,23.2,Cotton,197,1224,1,0,0.72,173612.16,19523,757,12.1,76462,19
FARM_3097,"""1.98998868803317474629466232727281749248504639,34.9124""",0.7,369,27.2,Tomatoes,86,7687,2,1,0.86,568530.52,78542,676,14.7,231202,22
FARM_3098,"""3.57939989306556061166020299424417316913604736,36.7814""",0.25,581,28.3,Beans,128,4019,1,1,0.75,385824.0,30460,746,12.8,168155,18
FARM_3099,"""-3.96151876281982584515617418219335377216339111,40.1028""",0.61,977,22.0,Sorghum,90,8039,0,0,0.87,629453.7,77342,701,13.5,262535,15
FARM_3100,"""2.10291736016537011977334259427152574062347412,38.8638""",0.62,1091,27.0,Beans,86,1557,0,0,0.66,88375.32,4559,756,10.1,38885,23
FARM_3101,"""-2.95706891989248532581768813543021678924560547,34.8207""",0.41,462,25.0,Coconut,89,681,1,0,1.04,63033.36,4905,637,13.7,24609,16
FARM_3102,"""3.28104659436162560126604148535989224910736084,40.8179""",0.26,624,20.3,Beans,97,235,2,0,0.78,17780.1,1980,675,11.2,7223,23
FARM_3103,"""2.91729067891340232421271139173768460750579834,38.8109""",0.86,665,23.3,Tea,221,1295,0,0,1.1,314814.5,55641,676,12.3,128025,23
FARM_3104,"""0.32938192136556310174455575179308652877807617,41.6868""",0.57,332,15.7,Sorghum,47,952,1,0,0.91,40717.04,7988,687,10.6,16745,23
FARM_3105,"""1.90525802719679759889004344586282968521118164,39.3615""",0.61,557,24.0,Tomatoes,33,1567,3,0,1.22,63087.42,7325,880,8.8,31018,12
FARM_3106,"""-1.77654394739113996593005140312016010284423828,35.4014""",0.63,541,20.1,Cotton,175,651,0,0,0.59,67215.75,13423,816,9.8,31255,26
FARM_3107,"""-0.31813853992482332699864855385385453701019287,37.7903""",0.82,822,19.1,Maize,63,301,3,0,0.66,12515.58,1243,705,11.7,5241,24
FARM_3108,"""2.94122314870738676972905523143708705902099609,39.1880""",0.24,761,25.5,Potatoes,51,960,2,0,1.41,69033.6,14449,779,8.8,31036,21
FARM_3109,"""-0.42883366628911012696789839537814259529113770,34.2261""",0.83,731,18.3,Sugarcane,114,1200,0,0,2.05,280440.0,66371,633,12.1,109021,18
FARM_3110,"""-1.37247613247339117492629156913608312606811523,34.1193""",0.37,647,23.2,Tomatoes,33,237,0,0,0.99,7742.79,477,650,13.8,3065,30
FARM_3111,"""-0.10382424057221051327815075637772679328918457,35.0352""",0.25,1028,25.2,Tea,274,801,3,1,0.98,215084.52,41192,624,14.1,82808,28
FARM_3112,"""3.00271804766613126247420950676314532756805420,36.0133""",0.66,695,20.3,Maize,64,526,3,0,0.7,23564.8,1635,692,11.3,9740,25
FARM_3113,"""-1.58256515945088338526147708762437105178833008,37.4364""",0.88,948,22.5,Tea,252,5295,2,0,1.35,1801359.0,150333,735,12.3,776836,24
FARM_3114,"""-3.08401718383758272068462247261777520179748535,37.8995""",0.24,847,19.3,Coconut,57,1593,1,0,0.98,88984.98,17656,750,10.5,38931,24
FARM_3115,"""1.92173038907626114735194278182461857795715332,35.1042""",0.5,738,18.7,Beans,120,1357,1,0,1.21,197036.4,15099,674,13.4,79964,25
FARM_3116,"""2.98159737818516124008283441071398556232452393,39.3871""",0.57,922,21.1,Maize,92,739,2,0,0.66,44872.08,6234,788,11.4,20342,24
FARM_3117,"""-3.76407144973114027308724871545564383268356323,38.7691""",0.38,623,33.0,Wheat,61,2644,3,1,1.27,204830.68,20085,758,12.6,90296,16
FARM_3118,"""-2.46917075136971408966246599447913467884063721,36.3557""",0.89,476,28.2,Wheat,103,553,5,0,1.22,69489.98,11069,690,12.8,28665,21
FARM_3119,"""-3.37966049522275691074923997803125530481338501,34.1093""",0.65,693,20.1,Sugarcane,99,9437,1,0,1.99,1859183.37,415500,623,12.2,715011,9
FARM_3120,"""-1.46414487228585032951855282590258866548538208,34.6212""",0.79,1076,21.5,Beans,101,8134,2,1,0.94,772241.96,147383,609,16.1,292487,21
FARM_3121,"""-0.51173589617966186438025033567100763320922852,37.1336""",0.49,754,20.5,Maize,101,8358,1,0,1.08,911690.64,108873,707,12.7,382530,16
FARM_3122,"""2.26408493375875075059866503579542040824890137,35.2318""",0.45,574,17.4,Sugarcane,70,2056,2,1,2.83,407293.6,28974,420,18.0,122188,16
FARM_3123,"""1.35567253939956966490854028961621224880218506,37.0146""",0.59,497,19.3,Coffee,328,1174,0,0,1.02,392773.44,91460,803,10.7,180512,19
FARM_3124,"""1.07463567754941013987490805448032915592193604,39.0255""",0.5,320,20.2,Potatoes,68,1135,2,0,1.06,81810.8,9309,600,12.8,30679,20
FARM_3125,"""-1.42291299653021408033737316145561635494232178,38.3779""",0.7,495,13.3,Coconut,99,834,1,0,1.54,127151.64,31382,647,12.4,50172,21
FARM_3126,"""3.12546224368826752737504648393951356410980225,35.8494""",0.39,775,20.9,Sugarcane,73,2398,3,0,2.18,381617.72,46778,694,10.1,158053,24
FARM_3127,"""-0.31702934319706965737850623554550111293792725,36.7506""",0.51,641,24.5,Tomatoes,103,795,1,0,1.19,97443.15,12055,691,11.9,40236,16
FARM_3128,"""4.40567592354093751083610186469741165637969971,38.9122""",0.83,756,28.7,Coffee,307,2666,1,0,0.69,564738.78,70733,613,13.9,214836,15
FARM_3129,"""1.19752188615035315422119310824200510978698730,40.8868""",0.73,472,23.8,Vegetables,90,832,1,0,1.26,94348.8,15135,498,16.2,31371,23
FARM_3130,"""-3.52573790345012483271602832246571779251098633,40.0257""",0.32,957,18.8,Vegetables,84,3285,0,0,1.58,435985.2,64684,848,10.2,208546,17
FARM_3131,"""1.58845132730153615341350814560428261756896973,38.4272""",0.82,888,18.5,Beans,92,2919,3,0,0.57,153072.36,30756,681,12.6,62568,22
FARM_3132,"""-1.67653265648519944619465604773722589015960693,36.8983""",0.61,559,21.7,Potatoes,52,1277,2,0,2.06,136792.24,25973,566,16.0,49359,28
FARM_3133,"""1.68284292918070654820894560543820261955261230,36.9204""",0.68,347,22.1,Vegetables,53,665,0,0,0.99,34892.55,5511,677,12.4,14204,15
FARM_3134,"""-4.05233732208962660337192573933862149715423584,41.0353""",0.41,763,21.6,Coconut,110,397,1,0,0.91,39739.7,2304,804,10.1,18280,31
FARM_3135,"""-3.07360263426357782634568138746544718742370605,34.3139""",0.51,208,26.0,Sorghum,62,2008,2,0,0.65,80922.4,13593,491,17.8,26671,27
FARM_3136,"""3.25835650782381325285541606717742979526519775,41.9039""",0.76,371,23.5,Tea,207,694,1,1,0.7,100560.6,15190,674,12.5,40811,15
FARM_3137,"""-2.58723011968131144655558273370843380689620972,39.3150""",0.43,599,23.7,Sorghum,87,708,0,0,0.97,59748.12,14292,701,11.1,24920,10
FARM_3138,"""3.08448246475934251265016428078524768352508545,39.4491""",0.32,480,23.2,Beans,150,1303,2,1,0.85,166132.5,28193,668,11.8,67007,11
FARM_3139,"""-2.10273237737398277502620658196974545717239380,34.3040""",0.46,1024,19.6,Tea,319,542,2,0,1.34,231683.32,53924,554,15.2,82441,27
FARM_3140,"""1.27880176354598162902220792602747678756713867,38.8442""",0.25,618,16.2,Sugarcane,111,1883,1,0,2.81,587326.53,36049,661,13.5,235175,23
FARM_3141,"""1.75560033364142853429257229436188936233520508,37.8782""",0.7,822,21.5,Tomatoes,58,1058,3,0,1.55,95114.2,5354,546,16.0,33528,13
FARM_3142,"""0.06768920424899249610461993142962455749511719,34.8462""",0.3,156,19.7,Vegetables,91,1929,4,0,1.78,312459.42,49336,538,13.5,109100,25
FARM_3143,"""-1.86061070672039896578553452854976058006286621,36.2234""",0.4,254,24.2,Coffee,426,6609,2,0,0.52,1464025.68,156699,717,11.4,620381,16
FARM_3144,"""-2.72240729974880579788987233769148588180541992,41.1225""",0.82,531,19.9,Coffee,262,1458,2,1,0.71,271217.16,54880,614,14.2,103289,20
FARM_3145,"""-4.39133900256943654483166028512641787528991699,38.3999""",0.58,753,26.1,Sorghum,63,1071,1,0,0.85,57352.05,13739,604,11.7,21603,15
FARM_3146,"""-1.87329846846126857329295489762444049119949341,37.3073""",0.42,382,24.3,Maize,70,3411,1,0,1.34,319951.8,26004,587,15.1,118249,24
FARM_3147,"""1.37441395194093196607809659326449036598205566,34.5815""",0.58,791,27.8,Potatoes,80,3208,3,2,2.26,580006.4,135942,732,12.6,249403,27
FARM_3148,"""4.02623481157089013748873185249976813793182373,39.7130""",0.35,1037,27.5,Maize,110,609,3,0,1.36,91106.4,16187,880,7.5,44794,24
FARM_3149,"""3.40220168504638476036916472367011010646820068,39.6228""",0.22,503,24.6,Maize,100,5036,3,0,1.23,619428.0,116375,553,14.5,220155,22
